date,year,month,day,day_of_year,season,city,latitude,longitude,temp_mean_c,temp_max_c,temp_min_c,temp_range_c,feels_like_c,dew_point_c,humidity_pct,precipitation_mm,wind_speed_kmh,wind_direction_deg,pressure_hpa,solar_radiation_mj_m2,sunshine_hours,weather_code,weather_description,nasa_temp_mean_c,nasa_temp_max_c,nasa_temp_min_c,nasa_precipitation_mm,nasa_humidity_pct,nasa_wind_speed_kmh,nasa_wind_direction_deg,nasa_pressure_hpa,data_source,dengue_new_hospitalizations,dengue_deaths,dengue_discharges,dengue_active_cases,dengue_cumulative_cases_yr,dengue_cumulative_deaths_yr,dengue_cfr_running_pct,dengue_dominant_serotype,dengue_alert_level,dengue_source,dengue_7day_avg,dengue_14day_avg,precip_lag7d_mm,precip_lag14d_mm,precip_lag21d_mm,humidity_lag7d_pct,humidity_lag14d_pct,humidity_lag21d_pct
2023-06-25,2023,6,25,176,Monsoon,Dhaka,23.71,90.41,28.34,31.89,25.4,6.5,29.7,25.7,86.8,5.2,18.76,134.8,1001.8,12.4,4.7,80,Rain showers,28.34,31.89,25.4,5.2,86.83,18.76,134.8,1001.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),169,0,919,1088,12001,60,0.5,DENV-2 (dominant 70%),High,DGHS/WHO/PMC anchored estimates (daily distribution),209.4,259.8,27.08,14.65,0.57,91.9,85.6,81.9
2023-06-26,2023,6,26,177,Monsoon,Dhaka,23.71,90.41,28.17,31.23,25.93,5.3,29.5,25.6,87.4,10.47,21.46,142.0,1002.1,12.0,4.4,80,Rain showers,28.17,31.23,25.93,10.47,87.37,21.46,142.0,1002.1,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),243,2,982,1227,12244,62,0.5064,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),213.3,270.5,16.18,16.77,0.21,92.0,90.6,77.9
2023-06-27,2023,6,27,178,Monsoon,Dhaka,23.71,90.41,28.0,30.23,26.58,3.7,29.6,26.2,91.1,31.59,21.35,159.4,1002.5,15.9,5.2,61,Moderate rain,28.0,30.23,26.58,31.59,91.06,21.35,159.4,1002.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),385,4,1018,1407,12629,66,0.5226,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),245.1,263.7,8.42,16.95,0.02,88.8,87.8,78.9
2023-06-28,2023,6,28,179,Monsoon,Dhaka,23.71,90.41,28.31,31.01,26.3,4.7,29.8,26.3,90.0,39.29,17.6,173.5,1004.6,9.3,1.9,80,Rain showers,28.31,31.01,26.3,39.29,89.96,17.6,173.5,1004.6,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),288,1,1209,1498,12917,67,0.5187,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),271.4,251.4,12.91,12.41,1.19,92.2,90.0,77.7
2023-06-29,2023,6,29,180,Monsoon,Dhaka,23.71,90.41,28.45,30.86,26.72,4.1,30.0,26.6,90.8,40.48,14.36,187.3,1004.5,8.4,2.0,95,Thunderstorm,28.45,30.86,26.72,40.48,90.84,14.36,187.3,1004.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),195,0,1085,1280,13112,67,0.511,DENV-2 (dominant 70%),High,DGHS/WHO/PMC anchored estimates (daily distribution),270.0,243.6,7.56,10.13,11.57,89.2,90.7,78.8
2023-06-30,2023,6,30,181,Monsoon,Dhaka,23.71,90.41,28.43,30.97,26.54,4.4,30.0,26.6,91.1,34.48,13.5,192.2,1003.5,17.1,2.1,3,Overcast,28.43,30.97,26.54,34.48,91.13,13.5,192.2,1003.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),209,0,1111,1320,13321,67,0.503,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),271.7,233.6,3.84,18.38,37.31,86.7,89.3,84.5
2023-07-01,2023,7,1,182,Monsoon,Dhaka,23.71,90.41,29.3,32.39,26.64,5.8,30.7,27.0,88.4,32.81,11.81,181.5,1003.2,10.4,5.3,2,Partly cloudy,29.3,32.39,26.64,32.81,88.44,11.81,181.5,1003.2,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),1378,9,1068,2455,14699,76,0.517,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),409.6,317.9,11.81,16.69,14.86,87.9,91.4,80.8
2023-07-02,2023,7,2,183,Monsoon,Dhaka,23.71,90.41,28.52,30.78,27.05,3.7,30.1,26.8,91.6,23.69,12.6,176.6,1002.8,7.7,1.4,80,Rain showers,28.52,30.78,27.05,23.69,91.56,12.6,176.6,1002.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),1171,8,2062,3241,15870,84,0.5293,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),552.7,381.1,5.2,27.08,14.65,86.8,91.9,85.6
2023-07-03,2023,7,3,184,Monsoon,Dhaka,23.71,90.41,29.31,32.25,27.08,5.2,30.8,27.2,89.6,7.03,11.48,177.1,1002.6,8.8,4.4,61,Moderate rain,29.31,32.25,27.08,7.03,89.56,11.48,177.1,1002.6,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),817,6,2947,3770,16687,90,0.5393,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),634.7,424.0,10.47,16.18,16.77,87.4,92.0,90.6
2023-07-04,2023,7,4,185,Monsoon,Dhaka,23.71,90.41,29.53,32.75,26.88,5.9,30.8,26.8,86.4,1.53,9.97,169.5,1001.9,14.3,4.0,61,Moderate rain,29.53,32.75,26.88,1.53,86.4,9.97,169.5,1001.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),1142,9,3566,4717,17829,99,0.5553,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),742.9,494.0,31.59,8.42,16.95,91.1,88.8,87.8
2023-07-05,2023,7,5,186,Monsoon,Dhaka,23.71,90.41,29.14,32.42,26.64,5.8,30.6,26.8,88.3,17.77,12.82,144.1,1001.0,13.5,3.8,80,Rain showers,29.14,32.42,26.64,17.77,88.3,12.82,144.1,1001.0,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),748,1,4507,5256,18577,100,0.5383,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),808.6,540.0,39.29,12.91,12.41,90.0,92.2,90.0
2023-07-06,2023,7,6,187,Monsoon,Dhaka,23.71,90.41,28.82,31.61,26.85,4.8,30.3,26.7,89.6,10.32,19.94,160.2,1002.4,10.7,4.6,3,Overcast,28.82,31.61,26.85,10.32,89.59,19.94,160.2,1002.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),893,4,3874,4771,19470,104,0.5342,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),908.3,589.1,40.48,7.56,10.13,90.8,89.2,90.7
2023-07-07,2023,7,7,188,Monsoon,Dhaka,23.71,90.41,28.44,30.68,27.12,3.6,30.0,26.9,92.1,21.48,17.93,158.4,1004.3,11.2,4.0,3,Overcast,28.44,30.68,27.12,21.48,92.07,17.93,158.4,1004.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),831,5,3595,4431,20301,109,0.5369,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),997.1,634.4,34.48,3.84,18.38,91.1,86.7,89.3
2023-07-08,2023,7,8,189,Monsoon,Dhaka,23.71,90.41,28.52,30.61,26.85,3.8,30.0,26.5,89.9,6.42,15.23,153.2,1004.8,13.7,3.3,61,Moderate rain,28.52,30.61,26.85,6.42,89.91,15.23,153.2,1004.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),534,3,3611,4148,20835,112,0.5376,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),876.6,643.1,32.81,11.81,16.69,88.4,87.9,91.4
2023-07-09,2023,7,9,190,Monsoon,Dhaka,23.71,90.41,29.07,32.15,26.35,5.8,30.4,26.6,87.6,5.37,10.58,167.9,1003.6,14.0,5.4,3,Overcast,29.07,32.15,26.35,5.37,87.6,10.58,167.9,1003.6,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),274,0,3006,3280,21109,112,0.5306,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),748.4,650.6,23.69,5.2,27.08,91.6,86.8,91.9
2023-07-10,2023,7,10,191,Monsoon,Dhaka,23.71,90.41,29.28,32.37,27.07,5.3,30.7,27.0,88.5,6.86,13.86,179.3,1003.3,6.7,0.9,95,Thunderstorm,29.28,32.37,27.07,6.86,88.51,13.86,179.3,1003.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),902,6,2526,3434,22011,118,0.5361,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),760.6,697.6,7.03,10.47,16.18,89.6,87.4,92.0
2023-07-11,2023,7,11,192,Monsoon,Dhaka,23.71,90.41,28.96,32.21,26.42,5.8,30.4,26.6,88.4,3.85,16.92,186.1,1003.6,12.3,3.7,61,Moderate rain,28.96,32.21,26.42,3.85,88.36,16.92,186.1,1003.6,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),1304,5,2536,3845,23315,123,0.5276,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),783.7,763.3,1.53,31.59,8.42,86.4,91.1,88.8
2023-07-12,2023,7,12,193,Monsoon,Dhaka,23.71,90.41,28.12,30.63,26.03,4.6,29.6,26.1,89.8,3.9,15.19,174.9,1004.1,9.1,3.4,80,Rain showers,28.12,30.63,26.03,3.9,89.84,15.19,174.9,1004.1,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),944,4,3010,3958,24259,127,0.5235,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),811.7,810.1,17.77,39.29,12.91,88.3,90.0,92.2
2023-07-13,2023,7,13,194,Monsoon,Dhaka,23.71,90.41,28.27,30.19,26.75,3.4,29.9,26.8,92.6,5.33,14.0,161.0,1003.8,7.3,1.2,80,Rain showers,28.27,30.19,26.75,5.33,92.62,14.0,161.0,1003.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),668,3,3421,4092,24927,130,0.5215,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),779.6,843.9,10.32,40.48,7.56,89.6,90.8,89.2
2023-07-14,2023,7,14,195,Monsoon,Dhaka,23.71,90.41,28.17,30.3,26.59,3.7,29.8,26.6,92.3,15.68,11.92,201.2,1002.5,14.4,4.5,3,Overcast,28.17,30.3,26.59,15.68,92.33,11.92,201.2,1002.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),344,4,3814,4162,25271,134,0.5303,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),710.0,853.6,21.48,34.48,3.84,92.1,91.1,86.7
2023-07-15,2023,7,15,196,Monsoon,Dhaka,23.71,90.41,28.69,31.87,26.64,5.2,30.1,26.2,87.5,5.69,19.73,150.3,1001.5,13.2,4.9,61,Moderate rain,28.69,31.87,26.64,5.69,87.53,19.73,150.3,1001.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),896,1,3259,4156,26167,135,0.5159,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),761.7,819.1,6.42,32.81,11.81,89.9,88.4,87.9
2023-07-16,2023,7,16,197,Monsoon,Dhaka,23.71,90.41,28.32,31.5,25.84,5.7,29.8,26.4,90.6,5.72,19.76,144.6,1000.8,7.9,5.2,80,Rain showers,28.32,31.5,25.84,5.72,90.62,19.76,144.6,1000.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),629,1,2851,3481,26796,136,0.5075,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),812.4,780.4,5.37,23.69,5.2,87.6,91.6,86.8
2023-07-17,2023,7,17,198,Monsoon,Dhaka,23.71,90.41,28.13,30.28,26.27,4.0,29.7,26.4,91.4,5.71,13.39,122.6,1000.5,6.2,2.2,80,Rain showers,28.13,30.28,26.27,5.71,91.43,13.39,122.6,1000.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),527,3,2534,3064,27323,139,0.5087,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),758.9,759.7,6.86,7.03,10.47,88.5,89.6,87.4
2023-07-18,2023,7,18,199,Monsoon,Dhaka,23.71,90.41,28.78,31.84,26.33,5.5,30.2,26.4,88.2,2.71,14.62,133.4,1000.5,4.4,4.3,61,Moderate rain,28.78,31.84,26.33,2.71,88.25,14.62,133.4,1000.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),818,5,2391,3214,28141,144,0.5117,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),689.4,736.6,3.85,1.53,31.59,88.4,86.4,91.1
2023-07-19,2023,7,19,200,Monsoon,Dhaka,23.71,90.41,29.04,32.4,26.61,5.8,30.5,26.7,88.4,4.32,15.44,142.5,999.7,9.5,3.3,2,Partly cloudy,29.04,32.4,26.61,4.32,88.35,15.44,142.5,999.7,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),387,2,2868,3257,28528,146,0.5118,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),609.9,710.8,3.9,17.77,39.29,89.8,88.3,90.0
2023-07-20,2023,7,20,201,Monsoon,Dhaka,23.71,90.41,28.93,31.45,26.74,4.7,30.4,26.8,89.2,0.94,13.57,141.0,999.8,12.2,3.8,61,Moderate rain,28.93,31.45,26.74,0.94,89.22,13.57,141.0,999.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),253,1,2360,2614,28781,147,0.5108,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),550.6,665.1,5.33,10.32,40.48,92.6,89.6,90.8
2023-07-21,2023,7,21,202,Monsoon,Dhaka,23.71,90.41,29.01,32.12,26.82,5.3,30.3,26.3,86.5,0.93,9.58,127.3,1002.5,12.0,4.5,61,Moderate rain,29.01,32.12,26.82,0.93,86.49,9.58,127.3,1002.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),248,0,1985,2233,29029,147,0.5064,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),536.9,623.4,15.68,21.48,34.48,92.3,92.1,91.1
2023-07-22,2023,7,22,203,Monsoon,Dhaka,23.71,90.41,29.11,32.11,26.97,5.1,30.5,26.7,88.0,2.79,12.38,136.8,1005.3,6.4,2.0,80,Rain showers,29.11,32.11,26.97,2.79,87.99,12.38,136.8,1005.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),561,5,1701,2267,29590,152,0.5137,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),489.0,625.4,5.69,6.42,32.81,87.5,89.9,88.4
2023-07-23,2023,7,23,204,Monsoon,Dhaka,23.71,90.41,28.9,31.8,26.28,5.5,30.4,26.8,89.6,1.55,10.22,124.3,1005.0,17.4,5.1,80,Rain showers,28.9,31.8,26.28,1.55,89.57,10.22,124.3,1005.0,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),488,3,1446,1937,30078,155,0.5153,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),468.9,640.6,5.72,5.37,23.69,90.6,87.6,91.6
2023-07-24,2023,7,24,205,Monsoon,Dhaka,23.71,90.41,29.56,33.27,26.38,6.9,30.8,26.5,84.6,0.4,8.53,167.2,1003.2,5.9,1.4,80,Rain showers,29.56,33.27,26.38,0.4,84.57,8.53,167.2,1003.2,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),738,4,1546,2288,30816,159,0.516,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),499.0,628.9,5.71,6.86,7.03,91.4,88.5,89.6
2023-07-25,2023,7,25,206,Monsoon,Dhaka,23.71,90.41,29.34,32.85,26.74,6.1,30.6,26.5,85.8,1.23,10.58,137.1,1003.5,14.1,4.3,3,Overcast,29.34,32.85,26.74,1.23,85.75,10.58,137.1,1003.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),1014,5,2030,3049,31830,164,0.5152,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),527.0,608.2,2.71,3.85,1.53,88.2,88.4,86.4
2023-07-26,2023,7,26,207,Monsoon,Dhaka,23.71,90.41,28.69,31.0,26.58,4.4,30.2,26.6,89.4,7.57,13.93,147.6,1004.0,8.8,5.8,61,Moderate rain,28.69,31.0,26.58,7.57,89.36,13.93,147.6,1004.0,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),929,5,2796,3730,32759,169,0.5159,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),604.4,607.1,4.32,3.9,17.77,88.4,89.8,88.3
2023-07-27,2023,7,27,208,Monsoon,Dhaka,23.71,90.41,29.22,32.91,26.46,6.4,30.6,26.8,87.7,6.29,15.59,161.3,1003.0,12.2,7.3,61,Moderate rain,29.22,32.91,26.46,6.29,87.69,15.59,161.3,1003.0,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),1557,9,3160,4726,34316,178,0.5187,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),790.7,670.6,0.94,5.33,10.32,89.2,92.6,89.6
2023-07-28,2023,7,28,209,Monsoon,Dhaka,23.71,90.41,29.15,32.69,26.77,5.9,30.5,26.7,87.8,8.33,15.8,165.1,1000.3,7.8,5.0,61,Moderate rain,29.15,32.69,26.77,8.33,87.76,15.8,165.1,1000.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),1340,7,4231,5578,35656,185,0.5188,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),946.7,741.8,0.93,15.68,21.48,86.5,92.3,92.1
2023-07-29,2023,7,29,210,Monsoon,Dhaka,23.71,90.41,29.26,32.69,26.68,6.0,30.6,26.8,87.6,9.13,13.9,148.4,999.1,14.5,3.9,3,Overcast,29.26,32.69,26.68,9.13,87.6,13.9,148.4,999.1,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),801,6,4834,5641,36457,191,0.5239,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),981.0,735.0,2.79,5.69,6.42,88.0,87.5,89.9
2023-07-30,2023,7,30,211,Monsoon,Dhaka,23.71,90.41,29.95,33.16,26.46,6.7,31.2,26.9,84.9,0.69,8.57,130.8,997.2,7.3,1.6,95,Thunderstorm,29.95,33.16,26.46,0.69,84.9,8.57,130.8,997.2,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),419,1,4626,5046,36876,192,0.5207,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),971.1,720.0,1.55,5.72,5.37,89.6,90.6,87.6
2023-07-31,2023,7,31,212,Monsoon,Dhaka,23.71,90.41,31.04,34.29,27.59,6.7,32.0,27.0,80.0,7.36,4.72,11.9,995.9,10.8,4.9,3,Overcast,31.04,34.29,27.59,7.36,79.96,4.72,11.9,995.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),470,2,4115,4587,37346,194,0.5195,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),932.9,715.9,0.4,5.71,6.86,84.6,91.4,88.5
2023-08-01,2023,8,1,213,Monsoon,Dhaka,23.71,90.41,29.92,33.7,27.34,6.4,31.2,27.1,85.7,36.04,18.72,113.9,994.3,6.2,2.6,80,Rain showers,29.92,33.7,27.34,36.04,85.67,18.72,113.9,994.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),810,4,3026,3840,38156,198,0.5189,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),903.7,715.4,1.23,2.71,3.85,85.8,88.2,88.4
2023-08-02,2023,8,2,214,Monsoon,Dhaka,23.71,90.41,28.52,31.46,26.53,4.9,30.0,26.4,89.5,11.32,25.31,143.1,996.9,13.6,3.6,80,Rain showers,28.52,31.46,26.53,11.32,89.53,25.31,143.1,996.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),498,1,2499,2998,38654,199,0.5148,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),842.1,723.3,7.57,4.32,3.9,89.4,88.4,89.8
2023-08-03,2023,8,3,215,Monsoon,Dhaka,23.71,90.41,28.73,31.88,26.53,5.3,30.2,26.8,90.4,13.25,17.1,157.0,999.1,7.8,5.6,51,Light drizzle,28.73,31.88,26.53,13.25,90.44,17.1,157.0,999.1,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),696,3,2194,2893,39350,202,0.5133,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),719.1,754.9,6.29,0.94,5.33,87.7,89.2,92.6
2023-08-04,2023,8,4,216,Monsoon,Dhaka,23.71,90.41,28.64,31.11,26.97,4.1,30.2,26.7,90.3,27.3,16.42,180.8,1002.4,6.3,1.4,95,Thunderstorm,28.64,31.11,26.97,27.3,90.33,16.42,180.8,1002.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),730,1,2473,3204,40080,203,0.5065,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),632.0,789.4,8.33,0.93,15.68,87.8,86.5,92.3
2023-08-05,2023,8,5,217,Monsoon,Dhaka,23.71,90.41,28.53,31.4,26.29,5.1,30.0,26.3,89.0,13.82,15.88,191.4,1003.1,7.5,5.0,3,Overcast,28.53,31.4,26.29,13.82,88.99,15.88,191.4,1003.1,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),389,2,2732,3123,40469,205,0.5066,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),573.1,777.1,9.13,2.79,5.69,87.6,88.0,87.5
2023-08-06,2023,8,6,218,Monsoon,Dhaka,23.71,90.41,27.94,30.15,26.72,3.4,29.5,26.2,91.3,49.46,18.9,206.7,1000.3,14.6,3.0,61,Moderate rain,27.94,30.15,26.72,49.46,91.3,18.9,206.7,1000.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),675,2,2311,2988,41144,207,0.5031,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),609.7,790.4,0.69,1.55,5.72,84.9,89.6,90.6
2023-08-07,2023,8,7,219,Monsoon,Dhaka,23.71,90.41,28.22,30.32,27.1,3.2,29.9,26.9,93.5,74.9,19.4,219.8,996.6,13.8,6.2,61,Moderate rain,28.22,30.32,27.1,74.9,93.49,19.4,219.8,996.6,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),688,3,2487,3178,41832,210,0.502,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),640.9,786.9,7.36,0.4,5.71,80.0,84.6,91.4
2023-08-08,2023,8,8,220,Monsoon,Dhaka,23.71,90.41,28.35,31.14,26.61,4.5,29.9,26.5,90.9,42.99,15.41,235.4,998.5,5.7,1.3,80,Rain showers,28.35,31.14,26.61,42.99,90.91,15.41,235.4,998.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),1308,6,2476,3790,43140,216,0.5007,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),712.0,807.9,36.04,1.23,2.71,85.7,85.8,88.2
2023-08-09,2023,8,9,221,Monsoon,Dhaka,23.71,90.41,28.29,31.14,25.89,5.2,29.8,26.4,90.4,17.36,11.7,194.8,1002.4,8.9,3.7,61,Moderate rain,28.29,31.14,25.89,17.36,90.36,11.7,194.8,1002.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),787,2,3058,3847,43927,218,0.4963,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),753.3,797.7,11.32,7.57,4.32,89.5,89.4,88.4
2023-08-10,2023,8,10,222,Monsoon,Dhaka,23.71,90.41,28.18,30.66,26.51,4.1,29.7,26.1,89.5,4.76,9.76,203.7,1003.8,14.7,6.8,2,Partly cloudy,28.18,30.66,26.51,4.76,89.46,9.76,203.7,1003.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),514,4,3454,3972,44441,222,0.4995,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),727.3,723.2,13.25,6.29,0.94,90.4,87.7,89.2
2023-08-11,2023,8,11,223,Monsoon,Dhaka,23.71,90.41,28.26,31.11,26.15,5.0,29.8,26.3,90.2,23.03,11.38,180.3,1003.4,4.5,1.5,95,Thunderstorm,28.26,31.11,26.15,23.03,90.25,11.38,180.3,1003.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),288,0,3297,3585,44729,222,0.4963,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),664.1,648.1,27.3,8.33,0.93,90.3,87.8,86.5
2023-08-12,2023,8,12,224,Monsoon,Dhaka,23.71,90.41,27.88,29.66,26.88,2.8,29.5,26.3,92.3,25.45,15.01,184.1,1001.7,11.8,5.0,61,Moderate rain,27.88,29.66,26.88,25.45,92.31,15.01,184.1,1001.7,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),196,2,2895,3093,44925,224,0.4986,DENV-2 (dominant 70%),High,DGHS/WHO/PMC anchored estimates (daily distribution),636.6,604.9,13.82,9.13,2.79,89.0,87.6,88.0
2023-08-13,2023,8,13,225,Monsoon,Dhaka,23.71,90.41,28.15,31.3,25.88,5.4,29.4,25.3,85.8,29.5,9.9,249.5,1002.3,8.2,1.6,95,Thunderstorm,28.15,31.3,25.88,29.5,85.81,9.9,249.5,1002.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),560,3,1782,2345,45485,227,0.4991,DENV-2 (dominant 70%),Critical,DGHS/WHO/PMC anchored estimates (daily distribution),620.1,614.9,49.46,0.69,1.55,91.3,84.9,89.6
